10.058	-22.98	76.482
11.176	-22.088	76.152
12.666	-21.02	75.664
14.156	-20.083	75.376
15.832	-19.142	75.187
17.695	-18.206	75.131
19.93	-17.211	74.912
22.352	-16.253	74.539
25.146	-15.274	74.323
28.126	-14.353	74.056
31.665	-13.376	73.601
35.39	-12.46	73.283
39.861	-11.49	72.883
44.703	-10.565	72.47
50.105	-9.648	71.864
56.252	-8.734	71.221
63.144	-7.823	70.727
70.781	-6.939	69.999
79.349	-6.07	69.104
89.034	-5.193	68.354
100.024	-4.332	67.364
112.131	-3.511	66.243
125.915	-2.685	65.183
141.189	-1.784	63.954
158.511	-0.972	62.879
177.883	-0.069	62.437
199.489	0.821	61.746
223.89	1.711	60.675
251.271	2.585	59.342
281.818	3.434	57.706
316.277	4.269	55.683
354.834	5.066	53.359
398.047	5.836	50.765
446.662	6.563	47.842
501.238	7.241	44.628
562.333	7.872	41.085
630.878	8.445	37.428
707.991	8.962	33.538
794.418	9.412	29.546
891.276	9.803	25.349
1000.054	10.137	21.046
1122.057	10.407	16.703
1258.962	10.619	12.388
1412.63	10.77	7.978
1584.925	10.866	3.472
1778.267	10.916	-1.023
1995.265	10.906	-5.505
2238.713	10.847	-10.004
2511.963	10.731	-14.629
2818.368	10.563	-19.281
3162.213	10.335	-23.932
3548.153	10.042	-28.628
3981.031	9.692	-33.278
4466.809	9.28	-38.074
5011.819	8.806	-42.71
5623.326	8.265	-47.299
6309.524	7.669	-51.787
7079.542	7.012	-56.196
7943.25	6.3	-60.452
8912.571	5.539	-64.713
9999.983	4.738	-68.71
11220.202	3.892	-72.587
12589.246	3.012	-76.38
14125.369	2.096	-80.096
15848.875	1.151	-83.71
17782.86	0.176	-87.251
19952.655	-0.844	-91.234
22387.132	-1.881	-94.886
25118.887	-2.951	-98.583
28183.87	-4.065	-102.38
31622.685	-5.217	-106.245
35481.341	-6.417	-110.285
39810.687	-7.673	-114.429
44668.28	-8.984	-118.664
50118.752	-10.365	-123.002
56234.188	-11.815	-127.335
63095.801	-13.338	-131.793
70794.486	-14.932	-136.042
79432.875	-16.593	-140.172
89125.149	-18.316	-144.253
100000.016	-20.093	-147.868
112201.832	-21.931	-151.696
125892.46	-23.81	-155.036
141253.695	-25.736	-158.128
158489.309	-27.699	-161.055
177827.85	-29.708	-163.682
199526.176	-31.761	-166.046
