1.00000000000000e+002	-3.02797430895543e-004dB	-7.64473016263484e+000
1.00230523807790e+002	-3.02597401240250e-004dB	-7.66237975159404e+000
1.00461579027840e+002	-3.02396520103126e-004dB	-7.68007021317885e+000
1.00693166885180e+002	-3.02194784450351e-004dB	-7.69780164291531e+000
1.00925288607668e+002	-3.01992191234602e-004dB	-7.71557413655889e+000
1.01157945425990e+002	-3.01788737434597e-004dB	-7.73338779009508e+000
1.01391138573668e+002	-3.01584419982764e-004dB	-7.75124269974000e+000
1.01624869287070e+002	-3.01379235853001e-004dB	-7.76913896194097e+000
1.01859138805412e+002	-3.01173181977735e-004dB	-7.78707667337715e+000
1.02093948370768e+002	-3.00966255333758e-004dB	-7.80505593096008e+000
1.02329299228075e+002	-3.00758452835177e-004dB	-7.82307683183436e+000
1.02565192625141e+002	-3.00549771455891e-004dB	-7.84113947337819e+000
1.02801629812647e+002	-3.00340208134118e-004dB	-7.85924395320401e+000
1.03038612044162e+002	-3.00129759823505e-004dB	-7.87739036915912e+000
1.03276140576140e+002	-2.99918423439128e-004dB	-7.89557881932628e+000
1.03514216667934e+002	-2.99706195958743e-004dB	-7.91380940202429e+000
1.03752841581801e+002	-2.99493074316715e-004dB	-7.93208221580865e+000
1.03992016582906e+002	-2.99279055433904e-004dB	-7.95039735947220e+000
1.04231742939330e+002	-2.99064136259140e-004dB	-7.96875493204566e+000
1.04472021922080e+002	-2.98848313744146e-004dB	-7.98715503279830e+000
1.04712854805090e+002	-2.98631584825216e-004dB	-8.00559776123856e+000
1.04954242865232e+002	-2.98413946465646e-004dB	-8.02408321711468e+000
1.05196187382322e+002	-2.98195395557370e-004dB	-8.04261150041533e+000
1.05438689639126e+002	-2.97975929075258e-004dB	-8.06118271137020e+000
1.05681750921366e+002	-2.97755543972964e-004dB	-8.07979695045069e+000
1.05925372517729e+002	-2.97534237155926e-004dB	-8.09845431837050e+000
1.06169555719872e+002	-2.97312005596122e-004dB	-8.11715491608628e+000
1.06414301822431e+002	-2.97088846252994e-004dB	-8.13589884479826e+000
1.06659612123026e+002	-2.96864756050305e-004dB	-8.15468620595091e+000
1.06905487922266e+002	-2.96639731935926e-004dB	-8.17351710123356e+000
1.07151930523760e+002	-2.96413770883766e-004dB	-8.19239163258106e+000
1.07398941234124e+002	-2.96186869827233e-004dB	-8.21130990217439e+000
1.07646521362983e+002	-2.95959025739272e-004dB	-8.23027201244136e+000
1.07894672222983e+002	-2.95730235567760e-004dB	-8.24927806605722e+000
1.08143395129794e+002	-2.95500496275998e-004dB	-8.26832816594534e+000
1.08392691402120e+002	-2.95269804829221e-004dB	-8.28742241527782e+000
1.08642562361706e+002	-2.95038158199415e-004dB	-8.30656091747622e+000
1.08893009333343e+002	-2.94805553367242e-004dB	-8.32574377621211e+000
1.09144033644875e+002	-2.94571987291189e-004dB	-8.34497109540786e+000
1.09395636627209e+002	-2.94337456976030e-004dB	-8.36424297923717e+000
1.09647819614318e+002	-2.94101959390860e-004dB	-8.38355953212586e+000
1.09900583943252e+002	-2.93865491507667e-004dB	-8.40292085875246e+000
1.10153930954141e+002	-2.93628050362086e-004dB	-8.42232706404885e+000
1.10407861990207e+002	-2.93389632921286e-004dB	-8.44177825320103e+000
1.10662378397766e+002	-2.93150236200653e-004dB	-8.46127453164972e+000
1.10917481526240e+002	-2.92909857229074e-004dB	-8.48081600509104e+000
1.11173172728159e+002	-2.92668492988184e-004dB	-8.50040277947724e+000
1.11429453359173e+002	-2.92426140536768e-004dB	-8.52003496101729e+000
1.11686324778056e+002	-2.92182796881535e-004dB	-8.53971265617766e+000
1.11943788346715e+002	-2.91938459059091e-004dB	-8.55943597168294e+000
1.12201845430196e+002	-2.91693124147510e-004dB	-8.57920501451651e+000
1.12460497396692e+002	-2.91446789156395e-004dB	-8.59901989192133e+000
1.12719745617551e+002	-2.91199451164786e-004dB	-8.61888071140052e+000
1.12979591467279e+002	-2.90951107241115e-004dB	-8.63878758071810e+000
1.13240036323555e+002	-2.90701754475031e-004dB	-8.65874060789969e+000
1.13501081567231e+002	-2.90451389919538e-004dB	-8.67873990123320e+000
1.13762728582343e+002	-2.90200010697073e-004dB	-8.69878556926952e+000
1.14024978756117e+002	-2.89947613905001e-004dB	-8.71887772082325e+000
1.14287833478977e+002	-2.89694196664800e-004dB	-8.73901646497336e+000
1.14551294144553e+002	-2.89439756079620e-004dB	-8.75920191106398e+000
1.14815362149688e+002	-2.89184289297942e-004dB	-8.77943416870499e+000
1.15080038894443e+002	-2.88927793474994e-004dB	-8.79971334777282e+000
1.15345325782109e+002	-2.88670265759257e-004dB	-8.82003955841114e+000
1.15611224219209e+002	-2.88411703321393e-004dB	-8.84041291103159e+000
1.15877735615512e+002	-2.88152103343634e-004dB	-8.86083351631446e+000
1.16144861384034e+002	-2.87891463008217e-004dB	-8.88130148520946e+000
1.16412602941049e+002	-2.87629779544629e-004dB	-8.90181692893641e+000
1.16680961706096e+002	-2.87367050154394e-004dB	-8.92237995898598e+000
1.16949939101987e+002	-2.87103272081469e-004dB	-8.94299068712039e+000
1.17219536554813e+002	-2.86838442569810e-004dB	-8.96364922537420e+000
1.17489755493952e+002	-2.86572558884590e-004dB	-8.98435568605500e+000
1.17760597352080e+002	-2.86305618309306e-004dB	-9.00511018174414e+000
1.18032063565172e+002	-2.86037618124562e-004dB	-9.02591282529751e+000
1.18304155572516e+002	-2.85768555653395e-004dB	-9.04676372984622e+000
1.18576874816716e+002	-2.85498428198592e-004dB	-9.06766300879742e+000
