1.00000000000000e+002	-1.11092939778198e+002	-9.08238587246025e+001
1.00023028502082e+002	-1.11086884607058e+002	-9.08240222771662e+001
1.00046062307284e+002	-1.11080829410379e+002	-9.08241858749378e+001
1.00069101416826e+002	-1.11074774188150e+002	-9.08243495179269e+001
1.00092145831930e+002	-1.11068718940359e+002	-9.08245132061433e+001
1.00115195553817e+002	-1.11062663666993e+002	-9.08246769395967e+001
1.00138250583710e+002	-1.11056608368042e+002	-9.08248407182969e+001
1.00161310922831e+002	-1.11050553043493e+002	-9.08250045422537e+001
1.00184376572403e+002	-1.11044497693334e+002	-9.08251684114768e+001
1.00207447533648e+002	-1.11038442317553e+002	-9.08253323259758e+001
1.00230523807790e+002	-1.11032386916139e+002	-9.08254962857607e+001
1.00253605396052e+002	-1.11026331489079e+002	-9.08256602908411e+001
1.00276692299659e+002	-1.11020276036362e+002	-9.08258243412269e+001
1.00299784519833e+002	-1.11014220557975e+002	-9.08259884369277e+001
1.00322882057800e+002	-1.11008165053908e+002	-9.08261525779534e+001
1.00345984914784e+002	-1.11002109524146e+002	-9.08263167643137e+001
1.00369093092010e+002	-1.10996053968680e+002	-9.08264809960183e+001
1.00392206590702e+002	-1.10989998387496e+002	-9.08266452730772e+001
1.00415325412088e+002	-1.10983942780584e+002	-9.08268095955000e+001
1.00438449557391e+002	-1.10977887147930e+002	-9.08269739632965e+001
1.00461579027839e+002	-1.10971831489523e+002	-9.08271383764766e+001
1.00484713824658e+002	-1.10965775805351e+002	-9.08273028350499e+001
1.00507853949074e+002	-1.10959720095402e+002	-9.08274673390264e+001
1.00530999402313e+002	-1.10953664359664e+002	-9.08276318884158e+001
1.00554150185604e+002	-1.10947608598125e+002	-9.08277964832279e+001
1.00577306300174e+002	-1.10941552810773e+002	-9.08279611234724e+001
1.00600467747249e+002	-1.10935496997596e+002	-9.08281258091593e+001
1.00623634528060e+002	-1.10929441158582e+002	-9.08282905402984e+001
1.00646806643832e+002	-1.10923385293719e+002	-9.08284553168993e+001
1.00669984095796e+002	-1.10917329402995e+002	-9.08286201389720e+001
1.00693166885180e+002	-1.10911273486397e+002	-9.08287850065263e+001
1.00716355013213e+002	-1.10905217543915e+002	-9.08289499195720e+001
1.00739548481125e+002	-1.10899161575535e+002	-9.08291148781188e+001
1.00762747290145e+002	-1.10893105581247e+002	-9.08292798821768e+001
1.00785951441503e+002	-1.10887049561037e+002	-9.08294449317556e+001
1.00809160936429e+002	-1.10880993514893e+002	-9.08296100268651e+001
1.00832375776155e+002	-1.10874937442804e+002	-9.08297751675151e+001
1.00855595961910e+002	-1.10868881344758e+002	-9.08299403537156e+001
1.00878821494927e+002	-1.10862825220742e+002	-9.08301055854762e+001
1.00902052376435e+002	-1.10856769070745e+002	-9.08302708628070e+001
1.00925288607668e+002	-1.10850712894754e+002	-9.08304361857177e+001
1.00948530189857e+002	-1.10844656692757e+002	-9.08306015542182e+001
1.00971777124234e+002	-1.10838600464742e+002	-9.08307669683183e+001
1.00995029412032e+002	-1.10832544210697e+002	-9.08309324280279e+001
1.01018287054483e+002	-1.10826487930611e+002	-9.08310979333569e+001
1.01041550052821e+002	-1.10820431624470e+002	-9.08312634843151e+001
1.01064818408279e+002	-1.10814375292262e+002	-9.08314290809125e+001
1.01088092122091e+002	-1.10808318933976e+002	-9.08315947231588e+001
1.01111371195490e+002	-1.10802262549600e+002	-9.08317604110639e+001
1.01134655629712e+002	-1.10796206139121e+002	-9.08319261446378e+001
1.01157945425989e+002	-1.10790149702527e+002	-9.08320919238903e+001
1.01181240585558e+002	-1.10784093239806e+002	-9.08322577488313e+001
1.01204541109654e+002	-1.10778036750946e+002	-9.08324236194707e+001
1.01227846999511e+002	-1.10771980235934e+002	-9.08325895358183e+001
1.01251158256365e+002	-1.10765923694759e+002	-9.08327554978842e+001
1.01274474881453e+002	-1.10759867127409e+002	-9.08329215056781e+001
1.01297796876010e+002	-1.10753810533870e+002	-9.08330875592100e+001
1.01321124241273e+002	-1.10747753914132e+002	-9.08332536584897e+001
1.01344456978479e+002	-1.10741697268181e+002	-9.08334198035273e+001
1.01367795088864e+002	-1.10735640596006e+002	-9.08335859943325e+001
1.01391138573667e+002	-1.10729583897595e+002	-9.08337522309154e+001
1.01414487434125e+002	-1.10723527172934e+002	-9.08339185132858e+001
1.01437841671476e+002	-1.10717470422013e+002	-9.08340848414536e+001
1.01461201286958e+002	-1.10711413644818e+002	-9.08342512154289e+001
1.01484566281809e+002	-1.10705356841338e+002	-9.08344176352214e+001
1.01507936657269e+002	-1.10699300011561e+002	-9.08345841008412e+001
1.01531312414576e+002	-1.10693243155473e+002	-9.08347506122981e+001
1.01554693554969e+002	-1.10687186273063e+002	-9.08349171696021e+001
1.01578080079690e+002	-1.10681129364319e+002	-9.08350837727632e+001
1.01601471989976e+002	-1.10675072429228e+002	-9.08352504217913e+001
1.01624869287069e+002	-1.10669015467778e+002	-9.08354171166962e+001
1.01648271972209e+002	-1.10662958479957e+002	-9.08355838574881e+001
1.01671680046637e+002	-1.10656901465753e+002	-9.08357506441769e+001
1.01695093511594e+002	-1.10650844425153e+002	-9.08359174767724e+001
1.01718512368321e+002	-1.10644787358145e+002	-9.08360843552846e+001
1.01741936618060e+002	-1.10638730264717e+002	-9.08362512797236e+001
1.01765366262053e+002	-1.10632673144856e+002	-9.08364182500993e+001
1.01788801301542e+002	-1.10626615998550e+002	-9.08365852664216e+001
1.01812241737769e+002	-1.10620558825788e+002	-9.08367523287005e+001
1.01835687571978e+002	-1.10614501626555e+002	-9.08369194369460e+001
1.01859138805411e+002	-1.10608444400841e+002	-9.08370865911682e+001
1.01882595439312e+002	-1.10602387148633e+002	-9.08372537913768e+001
1.01906057474924e+002	-1.10596329869919e+002	-9.08374210375820e+001
1.01929524913492e+002	-1.10590272564685e+002	-9.08375883297938e+001
1.01952997756260e+002	-1.10584215232921e+002	-9.08377556680220e+001
1.01976476004471e+002	-1.10578157874613e+002	-9.08379230522768e+001
1.01999959659371e+002	-1.10572100489749e+002	-9.08380904825681e+001
