0.000000000000000e+000	0.000000e+000
5.000000018137469e-016	-1.372028e-009
1.000000003627494e-015	-1.829980e-009
2.009363142891113e-009	-3.673708e-006
4.018725285782222e-009	-7.337164e-006
6.028087428673332e-009	-1.099220e-005
8.037449571564441e-009	-1.463881e-005
1.004681171445555e-008	-1.827700e-005
1.205617385734666e-008	-2.190677e-005
1.406553600023776e-008	-2.552812e-005
1.411553600023777e-008	-2.561806e-005
1.625125028595207e-008	-2.945526e-005
1.838696457166637e-008	-3.327769e-005
2.052267885738068e-008	-3.708536e-005
2.265839314309499e-008	-4.087826e-005
2.479410742880929e-008	-4.465638e-005
2.692982171452360e-008	-4.841974e-005
2.906553600023790e-008	-5.216833e-005
2.911553600023790e-008	-5.225584e-005
3.125125028595207e-008	-5.598654e-005
3.338696457166624e-008	-5.969728e-005
3.552267885738041e-008	-6.338804e-005
3.765839314309458e-008	-6.705883e-005
3.979410742880875e-008	-7.070966e-005
4.192982171452292e-008	-7.434051e-005
4.406553600023709e-008	-7.795139e-005
4.411553600023708e-008	-7.803562e-005
4.625125028595125e-008	-8.162341e-005
4.838696457166541e-008	-8.518629e-005
5.052267885737958e-008	-8.872427e-005
5.265839314309374e-008	-9.223734e-005
5.479410742880791e-008	-9.572551e-005
5.692982171452207e-008	-9.918878e-005
5.906553600023623e-008	-1.026271e-004
5.911553600023623e-008	-1.027073e-004
6.125125028595066e-008	-1.061176e-004
6.338696457166510e-008	-1.094985e-004
6.552267885737954e-008	-1.128498e-004
6.765839314309398e-008	-1.161715e-004
6.979410742880841e-008	-1.194638e-004
7.192982171452284e-008	-1.227265e-004
7.406553600023728e-008	-1.259597e-004
7.411553600023729e-008	-1.260350e-004
7.625125028595174e-008	-1.292356e-004
7.838696457166618e-008	-1.324024e-004
8.052267885738063e-008	-1.355355e-004
8.265839314309507e-008	-1.386347e-004
8.479410742880952e-008	-1.417002e-004
8.692982171452397e-008	-1.447318e-004
8.906553600023841e-008	-1.477297e-004
8.911553600023841e-008	-1.477994e-004
9.125125028595287e-008	-1.507606e-004
9.338696457166730e-008	-1.536840e-004
9.552267885738176e-008	-1.565698e-004
9.765839314309619e-008	-1.594179e-004
9.979410742881065e-008	-1.622284e-004
1.019298217145251e-007	-1.650012e-004
1.040655360002395e-007	-1.677363e-004
1.041155360002395e-007	-1.677999e-004
1.191155360002407e-007	-1.858558e-004
1.341155360002418e-007	-2.018086e-004
1.491155360002429e-007	-2.155231e-004
1.641155360002441e-007	-2.268881e-004
1.791155360002452e-007	-2.358179e-004
1.941155360002463e-007	-2.422521e-004
2.091155360002474e-007	-2.461567e-004
2.241155360002486e-007	-2.475233e-004
2.391155360002497e-007	-2.463697e-004
2.541155360002508e-007	-2.427385e-004
2.691155360002519e-007	-2.366973e-004
2.841155360002530e-007	-2.283368e-004
2.991155360002542e-007	-2.177704e-004
3.141155360002553e-007	-2.051321e-004
3.291155360002564e-007	-1.905756e-004
3.441155360002575e-007	-1.742716e-004
3.591155360002587e-007	-1.564067e-004
3.741155360002598e-007	-1.371809e-004
3.891155360002609e-007	-1.168055e-004
4.041155360002621e-007	-9.550083e-005
4.191155360002632e-007	-7.349375e-005
4.341155360002643e-007	-5.101559e-005
4.491155360002654e-007	-2.829950e-005
4.641155360002666e-007	-5.578174e-006
4.659369645716953e-007	-2.828902e-006
4.677583931431240e-007	-8.436694e-008
4.695798217145527e-007	2.655430e-006
4.714012502859814e-007	5.390489e-006
4.732226788574101e-007	8.120811e-006
4.750441074288388e-007	1.084639e-005
4.768655360002675e-007	1.356724e-005
4.791155360002677e-007	1.691852e-005
4.812512502859822e-007	2.009179e-005
4.833869645716966e-007	2.325372e-005
4.855226788574111e-007	2.640432e-005
4.876583931431254e-007	2.954358e-005
4.897941074288399e-007	3.267149e-005
4.919298217145543e-007	3.578808e-005
4.940655360002688e-007	3.889332e-005
4.941155360002688e-007	3.896582e-005
5.091155360002699e-007	6.034632e-005
5.241155360002711e-007	8.085202e-005
5.391155360002722e-007	1.002863e-004
5.541155360002733e-007	1.184660e-004
5.691155360002745e-007	1.352226e-004
5.841155360002756e-007	1.504044e-004
5.991155360002767e-007	1.638771e-004
6.141155360002778e-007	1.755258e-004
6.291155360002790e-007	1.852552e-004
6.441155360002801e-007	1.929905e-004
6.591155360002812e-007	1.986783e-004
6.741155360002823e-007	2.022863e-004
6.891155360002835e-007	2.038038e-004
7.041155360002846e-007	2.032413e-004
7.191155360002857e-007	2.006302e-004
7.341155360002868e-007	1.960222e-004
7.491155360002880e-007	1.894887e-004
7.641155360002891e-007	1.811195e-004
7.791155360002902e-007	1.710221e-004
7.941155360002914e-007	1.593198e-004
8.091155360002925e-007	1.461509e-004
8.241155360002936e-007	1.316668e-004
8.391155360002947e-007	1.160302e-004
8.541155360002959e-007	9.941348e-005
8.691155360002970e-007	8.199684e-005
8.841155360002981e-007	6.396633e-005
8.991155360002992e-007	4.551190e-005
9.141155360003004e-007	2.682544e-005
9.291155360003015e-007	8.098811e-006
9.312512502860160e-007	5.438951e-006
9.333869645717304e-007	2.784023e-006
9.355226788574449e-007	1.340281e-007
9.376583931431593e-007	-2.511034e-006
9.397941074288737e-007	-5.151164e-006
9.419298217145881e-007	-7.786361e-006
