5.00000000000000e+005,-7.57775413453308e+001,-9.57847638901149e+001
5.01152619038950e+005,-7.57460019322610e+001,-9.58060185885373e+001
5.02307895139198e+005,-7.57143916782063e+001,-9.58274003058559e+001
5.03465834425902e+005,-7.56827100454963e+001,-9.58489102442729e+001
5.04626443038342e+005,-7.56509564911739e+001,-9.58705496215531e+001
5.05789727129949e+005,-7.56191304669292e+001,-9.58923196712762e+001
5.06955692868340e+005,-7.55872314190311e+001,-9.59142216430938e+001
5.08124346435348e+005,-7.55552587882587e+001,-9.59362568029916e+001
5.09295694027058e+005,-7.55232120098322e+001,-9.59584264335561e+001
5.10469741853840e+005,-7.54910905133409e+001,-9.59807318342474e+001
5.11646496140377e+005,-7.54588937226723e+001,-9.60031743216766e+001
5.12825963125704e+005,-7.54266210559380e+001,-9.60257552298895e+001
5.14008149063236e+005,-7.53942719254004e+001,-9.60484759106546e+001
5.15193060220808e+005,-7.53618457373962e+001,-9.60713377337586e+001
5.16380702880698e+005,-7.53293418922607e+001,-9.60943420873060e+001
5.17571083339672e+005,-7.52967597842493e+001,-9.61174903780261e+001
5.18764207909006e+005,-7.52640988014587e+001,-9.61407840315854e+001
5.19960082914529e+005,-7.52313583257463e+001,-9.61642244929061e+001
5.21158714696652e+005,-7.51985377326488e+001,-9.61878132264919e+001
5.22360109610400e+005,-7.51656363912990e+001,-9.62115517167595e+001
5.23564274025449e+005,-7.51326536643417e+001,-9.62354414683775e+001
5.24771214326161e+005,-7.50995889078480e+001,-9.62594840066118e+001
5.25980936911611e+005,-7.50664414712279e+001,-9.62836808776780e+001
5.27193448195629e+005,-7.50332106971423e+001,-9.63080336491014e+001
5.28408754606829e+005,-7.49998959214127e+001,-9.63325439100842e+001
5.29626862588644e+005,-7.49664964729302e+001,-9.63572132718802e+001
5.30847778599362e+005,-7.49330116735624e+001,-9.63820433681776e+001
5.32071509112157e+005,-7.48994408380587e+001,-9.64070358554893e+001
5.33298060615128e+005,-7.48657832739549e+001,-9.64321924135514e+001
5.34527439611328e+005,-7.48320382814753e+001,-9.64575147457307e+001
5.35759652618802e+005,-7.47982051534338e+001,-9.64830045794398e+001
5.36994706170621e+005,-7.47642831751325e+001,-9.65086636665618e+001
5.38232606814916e+005,-7.47302716242599e+001,-9.65344937838831e+001
5.39473361114913e+005,-7.46961697707863e+001,-9.65604967335365e+001
5.40716975648968e+005,-7.46619768768579e+001,-9.65866743434523e+001
5.41963457010601e+005,-7.46276921966891e+001,-9.66130284678207e+001
5.43212811808532e+005,-7.45933149764530e+001,-9.66395609875627e+001
