19.93	-11.057	-91.882
22.352	-10.119	-94.981
25.146	-9.129	-88.121
28.312	-8.242	-91.917
31.665	-7.188	-91.742
35.577	-6.231	-90.967
39.861	-5.216	-90.833
44.703	-4.169	-90.592
50.291	-3.235	-91.255
56.438	-2.195	-90.708
63.33	-1.139	-90.745
70.967	-0.193	-91.327
79.535	0.807	-90.533
89.407	1.807	-91.209
100.21	2.807	-90.916
112.504	3.801	-90.772
126.101	4.787	-91.113
141.561	5.781	-91.414
158.884	6.792	-91.531
178.255	7.774	-91.605
200.048	8.757	-91.831
224.449	9.763	-91.846
251.83	10.776	-91.822
282.563	11.777	-92.372
317.022	12.769	-92.684
355.579	13.766	-92.686
398.979	14.762	-93.454
447.78	15.758	-93.449
502.355	16.777	-94.026
563.636	17.786	-94.538
632.368	18.761	-95.065
709.668	19.777	-95.829
796.281	20.782	-96.247
893.325	21.787	-96.999
1002.289	22.813	-97.982
1124.665	23.835	-98.792
1261.942	24.837	-99.932
1415.983	25.891	-100.8
1588.65	26.926	-102.34
1782.551	27.976	-103.907
1999.922	29.063	-105.83
2244.115	30.139	-108.043
2517.924	31.26	-110.702
2825.074	32.376	-113.387
3169.85	33.537	-117.1
3556.535	34.723	-120.978
3990.531	35.938	-126.638
4477.426	37.156	-132.968
5023.74	38.312	-141.019
5636.737	39.37	-151.23
6324.612	40.169	-164.088
7096.305	40.546	-177.839
7962.063	40.379	-191.836
8933.619	39.703	-205.313
10023.825	38.78	-215.744
11246.838	37.648	-225.348
12619.235	36.402	-232.322
14158.897	35.189	-238.601
15886.5	34.029	-242.971
17824.955	32.828	-246.807
19999.966	31.666	-251.755
22440.404	30.561	-253.303
25178.492	29.461	-255.596
28250.739	28.345	-257.391
31697.936	27.302	-259.36
35565.533	26.254	-261.228
39905.31	25.2	-262.289
44774.45	24.211	-263.957
50237.775	23.181	-265.595
56367.74	22.174	-266.508
63245.557	21.129	-267.788
70962.682	20.137	-269.044
79621.375	19.151	-269.856
89336.745	18.147	-271.264
100237.504	17.152	-274.546
112468.19	16.181	-275.858
126191.415	15.187	-276.858
141589.157	14.247	-278.997
158865.564	13.279	-280.173
178250.112	12.374	-282.449
200000.033	11.541	-283.033
