ModelName,WJ314
FileVersion,1
Acquisition Time,2016/06/27 14:41:24
Time/div(second),10E-09
Delay(second),0.0000E+00
Delta(second),1E-09
Acquisition Mode,Normal
Trigger Address,50
CH1 Display,On
CH2 Display,On
CH3 Display,Off
CH4 Display,Off
CH1 Volt/div,1.00E+00
CH2 Volt/div,1.00E+00
CH3 Volt/div,100E-03
CH4 Volt/div,100E-03
CH1 Offset,-3.00E+00
CH2 Offset,-3.00E+00
CH3 Offset,-52.0E-03
CH4 Offset,-152E-03
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH3 Coupling,DC1M
CH4 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,101
Ch1 V,Ch2 V,Ch3 V,Ch4 V
5.00E+00,-6.25E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,0.00E+00,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
4.96E+00,-3.12E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
4.96E+00,-3.12E-02,,
4.96E+00,-3.12E-02,,
4.96E+00,-3.12E-02,,
4.96E+00,-3.12E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-3.12E-02,,
5.00E+00,-6.25E-02,,
4.96E+00,-6.25E-02,,
5.00E+00,-6.25E-02,,
5.00E+00,-3.12E-02,,
4.96E+00,-3.12E-02,,
4.96E+00,-6.25E-02,,
4.96E+00,-6.25E-02,,
4.90E+00,-6.25E-02,,
4.81E+00,-6.25E-02,,
4.68E+00,-6.25E-02,,
4.50E+00,-6.25E-02,,
4.18E+00,-9.37E-02,,
3.84E+00,-9.37E-02,,
3.40E+00,-9.37E-02,,
2.93E+00,-9.37E-02,,
2.37E+00,-6.25E-02,,
1.90E+00,-6.25E-02,,
1.43E+00,-6.25E-02,,
1.12E+00,-6.25E-02,,
8.43E-01,0.00E+00,,
6.87E-01,2.50E-01,,
6.25E-01,6.56E-01,,
6.25E-01,1.21E+00,,
6.87E-01,1.96E+00,,
7.50E-01,2.65E+00,,
7.18E-01,3.15E+00,,
6.25E-01,3.53E+00,,
5.31E-01,3.68E+00,,
3.75E-01,3.68E+00,,
2.50E-01,3.46E+00,,
1.56E-01,3.06E+00,,
6.25E-02,2.75E+00,,
9.37E-02,2.65E+00,,
2.18E-01,2.84E+00,,
3.12E-01,3.18E+00,,
3.75E-01,3.59E+00,,
3.43E-01,4.00E+00,,
2.81E-01,4.25E+00,,
2.18E-01,4.46E+00,,
1.56E-01,4.65E+00,,
1.56E-01,4.87E+00,,
1.56E-01,5.15E+00,,
1.87E-01,5.43E+00,,
1.56E-01,5.78E+00,,
1.25E-01,6.09E+00,,
6.25E-02,6.34E+00,,
6.25E-02,6.53E+00,,
0.00E+00,6.59E+00,,
3.12E-02,6.62E+00,,
3.12E-02,6.53E+00,,
3.12E-02,6.53E+00,,
0.00E+00,6.53E+00,,
3.12E-02,6.65E+00,,
3.12E-02,6.78E+00,,
3.12E-02,6.93E+00,,
3.12E-02,6.96E+00,,
0.00E+00,6.96E+00,,
-6.25E-02,6.96E+00,,
-6.25E-02,6.96E+00,,
-9.37E-02,6.93E+00,,
-6.25E-02,6.84E+00,,
-6.25E-02,6.68E+00,,
0.00E+00,6.59E+00,,
0.00E+00,6.43E+00,,
3.12E-02,6.34E+00,,
3.12E-02,6.18E+00,,
3.12E-02,6.03E+00,,
