ModelName,WJ314
FileVersion,1
Acquisition Time,2016/06/27 14:56:47
Time/div(second),20E-09
Delay(second),0.0000E+00
Delta(second),1E-09
Acquisition Mode,Normal
Trigger Address,100
CH1 Display,On
CH2 Display,On
CH3 Display,Off
CH4 Display,Off
CH1 Volt/div,1.00E+00
CH2 Volt/div,1.00E+00
CH3 Volt/div,100E-03
CH4 Volt/div,100E-03
CH1 Offset,-1.00E+00
CH2 Offset,-1.00E+00
CH3 Offset,-52.0E-03
CH4 Offset,-152E-03
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH3 Coupling,DC1M
CH4 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,201
Ch1 V,Ch2 V,Ch3 V,Ch4 V
0.00E+00,2.09E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.09E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.09E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.09E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.09E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
-3.12E-02,2.06E+00,,
0.00E+00,2.06E+00,,
